      Wavelength  Normalized Flux
      [Angstrom]              [ ]
    957.85482619       0.01519937
    958.01459250       0.00976966
    958.17438546       0.00612689
    958.33420507       0.00823558
    958.49405134       0.00619457
    958.65392427       0.01113879
    958.81382387       0.00716152
    958.97375014       0.01346692
    959.13370308       0.01401467
    959.29368271       0.01842665
    959.45368902       0.01170080
    959.61372201       0.00919670
    959.77378170       0.01160170
    959.93386809       0.00450861
    960.09398117       0.00942122
    960.25412097       0.00607080
    960.41428747       0.01134988
    960.57448069       0.00756637
    960.73470063       0.00392131
    960.89494729       0.00814199
    961.05522069       0.00844903
    961.21552081       0.00733349
    961.37584767       0.00460122
    961.53620128       0.00882689
    961.69658163       0.00865336
    961.85698873       0.00901411
    962.01742259       0.00945301
    962.17788320       0.01209475
    962.33837058       0.00808847
    962.49888473       0.00710906
    962.65942565       0.00857092
    962.81999335       0.00542017
    962.98058783       0.01523319
    963.14120910       0.01033205
    963.30185716       0.01377141
    963.46253202       0.00932405
    963.62323367       0.01058353
    963.78396213       0.01375843
    963.94471740       0.00813360
    964.10549948       0.00955436
    964.26630838       0.00696393
    964.42714410       0.00549794
    964.58800665       0.00630134
    964.74889603       0.00424955
    964.90981224       0.00934713
    965.07075530       0.00712770
    965.23172520       0.00827925
    965.39272195       0.00625835
    965.55374555       0.01007864
    965.71479601       0.01009316
    965.87587333       0.01674125
    966.03697752       0.01323192
    966.19810858       0.01559705
    966.35926652       0.01009617
    966.52045134       0.01030688
    966.68166304       0.01064693
    966.84290163       0.00915592
    967.00416712       0.01204323
    967.16545951       0.00752799
    967.32677879       0.01557310
    967.48812499       0.01954372
    967.64949810       0.00705009
    967.81089812       0.00814686
    967.97232506       0.00870369
    968.13377893       0.01189412
    968.29525973       0.00466999
    968.45676747       0.01053034
    968.61830214       0.01369407
    968.77986376       0.01554121
    968.94145232       0.01690906
    969.10306784       0.01914915
    969.26471031       0.02789886
    969.42637975       0.01644588
    969.58807615       0.02632779
    969.74979952       0.03255602
    969.91154986       0.01324379
    970.07332719       0.01267780
    970.23513149       0.01048633
    970.39696279       0.01132679
    970.55882108       0.02418883
